Cod_setor;Situacao_setor;ATEMEIOSALARIO;DEMEIOA1SALARIO;DE1A2SALARIOS;DE2A3SALARIOS;DE3A5SALARIOS;DE5A10SALARIOS;DE10A15SALARIOS;DE15A20SALARIOS;MAISDE20SALARIOS;SEMSALARIO;TOTAL
310620005620462;1;6;90;61;5;1;0;0;0;0;99;323
310620005620463;1;0;15;38;36;55;87;11;15;14;79;373
310620005620464;1;3;25;35;8;1;1;0;0;0;22;119
310620005620465;1;1;60;23;2;0;0;0;1;0;72;199
310620005620466;1;2;43;87;50;68;69;16;25;13;114;524
310620005620467;1;10;71;49;4;3;0;1;0;0;74;251
310620005620468;1;2;113;59;15;5;2;1;0;2;159;453
310620005620469;1;1;20;61;27;50;91;46;69;131;188;715
310620005620471;1;26;188;126;13;6;0;0;0;0;128;586
310620005620472;1;27;168;113;8;3;5;1;0;0;252;747
310620005620473;1;0;9;29;13;27;35;7;25;55;68;291
310620005620474;1;0;12;34;15;18;58;8;27;27;104;323
310620005620475;1;0;18;20;32;35;64;10;9;12;45;256
310620005620476;1;7;62;41;2;0;0;0;0;0;56;212
310620005620477;1;4;94;89;16;6;2;0;0;0;89;350
310620005620478;1;8;133;106;16;3;3;0;0;2;71;405
310620005620479;1;20;302;246;64;38;18;3;5;2;291;1127
310620005620480;1;0;11;16;17;33;52;23;15;12;76;271
310620005620481;1;0;39;70;51;63;87;25;12;21;113;498
310620005620482;1;0;0;0;0;0;0;0;0;0;0;34
310620005620483;1;0;12;41;18;46;85;48;21;35;77;402
310620005620484;1;0;10;15;7;15;31;6;21;20;58;192
310620005620485;1;0;2;7;4;18;19;5;6;3;22;90
310620005620486;1;2;40;90;52;67;45;12;4;3;91;418
310620005620487;1;1;33;35;8;7;3;2;0;0;36;139
310620005620488;1;1;20;17;2;2;2;0;1;0;17;72
310620005620489;1;1;37;36;15;4;3;0;2;0;36;153
310620005620490;1;1;19;10;4;1;0;0;0;2;21;60
310620005620491;1;0;0;0;0;0;0;0;0;0;0;29
310620005620492;1;2;17;29;37;56;121;45;42;27;117;541
310620005620493;1;0;22;39;27;91;125;43;81;70;174;735
310620005620494;1;1;14;35;25;47;79;28;36;35;107;435
310620005620495;1;2;32;66;46;53;68;17;19;15;80;414
310620005620496;1;0;17;39;34;54;106;33;33;16;87;448
310620005620497;1;0;6;13;12;24;29;7;23;28;70;223
310620005620498;1;2;12;38;28;59;92;43;45;60;116;559
310620005630001;1;3;113;127;74;87;88;27;9;8;198;786
310620005630002;1;2;104;152;88;108;101;26;15;16;183;853
310620005630003;1;14;181;131;36;25;15;0;1;0;196;673
310620005630004;1;5;97;135;117;108;101;14;4;8;207;869
310620005630005;1;12;134;234;81;100;93;16;14;10;231;1019
310620005630006;1;0;63;161;102;102;89;11;16;10;221;860
310620005630007;1;1;138;197;95;107;69;14;15;10;236;970
310620005630008;1;0;0;1;0;0;0;0;0;0;3;4
310620005630009;1;10;191;225;86;62;61;7;8;10;247;1003
310620005630010;1;5;98;134;74;75;60;9;8;6;171;723
310620005630011;1;4;102;97;54;75;49;10;7;11;153;622
310620005630012;1;8;153;166;58;59;41;7;7;2;170;750
310620005630013;1;1;44;46;19;25;10;4;1;0;43;206
310620005630014;1;1;71;82;52;49;33;9;8;7;116;467
310620005630015;1;4;107;156;80;60;82;13;10;5;187;779
310620005630016;1;2;75;123;56;56;55;10;8;6;160;609
310620005630017;1;10;151;130;45;32;19;2;2;1;162;627
310620005630018;1;7;70;71;35;34;26;5;2;1;164;464
310620005630019;1;3;97;142;57;56;44;9;7;3;262;732
310620005630020;1;2;11;31;5;5;1;0;0;3;22;89
310620005630021;1;12;12;0;0;0;0;0;0;0;66;90
310620005630022;1;17;128;164;60;48;19;3;0;1;138;635
310620005630023;1;7;200;194;56;32;22;4;3;6;262;888
310620005630024;1;6;174;163;29;27;19;5;1;4;184;685
310620005630025;1;13;219;240;61;49;30;5;0;4;297;1036
310620005630026;1;11;283;149;71;41;22;4;3;3;262;969
310620005630027;1;29;240;207;33;19;11;1;3;3;243;932
310620005630028;1;16;172;182;78;56;29;2;6;3;211;838
310620005630029;1;7;92;147;62;57;29;9;3;3;144;613
310620005630030;1;8;137;163;81;74;62;7;2;3;225;843
310620005630031;1;1;140;117;71;49;33;3;3;2;213;683
310620005630032;1;4;89;117;44;27;25;2;0;0;277;638
310620005630033;1;11;145;180;62;51;41;11;1;3;175;760
310620005630034;1;2;101;124;78;84;54;5;1;5;138;629
310620005630035;1;3;51;101;62;104;126;21;14;21;186;750
310620005630036;1;5;42;129;82;75;80;38;19;11;132;652
310620005630037;1;0;66;71;44;47;58;18;11;10;107;480
310620005630038;1;7;129;188;92;117;98;19;11;6;201;951
310620005630039;1;3;62;80;49;90;94;20;16;13;133;624
310620005630040;1;5;63;94;58;49;53;15;3;4;140;526
310620005630041;1;2;93;134;84;89;80;11;12;4;145;695
310620005630042;1;6;97;141;98;116;128;25;16;7;232;954
310620005630043;1;6;134;170;92;94;47;11;7;1;229;850
310620005630044;1;8;94;158;65;35;23;5;2;1;159;619
310620005630045;1;3;129;99;40;23;21;4;4;2;154;529
310620005630046;1;3;49;109;62;61;42;2;1;1;94;451
310620005630047;1;5;59;114;61;72;83;19;10;4;166;646
310620005630048;1;9;184;210;72;61;32;10;4;6;188;863
310620005630049;1;0;25;252;74;64;27;1;2;4;180;692
310620005630050;1;3;89;107;46;34;18;2;2;0;109;467
310620005630051;1;14;176;133;39;37;16;1;1;1;153;630
310620005630052;1;8;113;129;48;44;33;5;2;0;119;543
310620005630053;1;6;106;195;65;49;23;5;2;6;181;745
310620005630054;1;17;196;163;34;23;8;1;2;0;175;738
310620005630055;1;17;238;231;36;29;20;1;1;0;243;943
310620005630056;1;9;171;152;36;15;8;0;1;0;178;668
310620005630057;1;10;183;206;44;26;41;8;15;15;296;963
310620005630058;1;4;87;134;31;34;26;2;1;1;137;515
310620005630059;1;1;153;84;21;31;21;5;4;6;153;537
310620005630060;1;5;215;165;63;46;35;8;4;2;241;872
310620005630061;1;11;110;86;13;12;9;1;3;0;165;498
310620005630062;1;4;87;93;57;35;27;10;1;0;139;515
310620005630063;1;2;92;152;74;108;118;17;20;13;166;818
310620005630064;1;4;60;82;59;46;41;9;9;4;108;456
310620005630065;1;1;71;105;67;108;141;31;35;17;184;815
310620005630066;1;1;30;46;38;60;81;17;11;11;72;388
310620005630067;1;3;81;125;68;89;127;32;26;8;154;750
310620005630068;1;0;67;124;71;106;85;14;6;4;138;656
310620005630069;1;2;47;59;59;73;58;19;9;5;84;436
310620005630070;1;3;71;161;110;100;120;26;28;15;164;859
310620005630071;1;4;88;171;83;88;76;24;12;6;154;774
310620005630072;1;4;92;142;79;65;73;8;7;3;161;693
310620005630073;1;7;94;161;103;98;113;12;10;11;211;910
310620005630074;1;2;45;118;83;115;126;24;19;13;220;837
310620005630075;1;6;48;68;56;66;67;14;11;7;122;513
310620005630076;1;5;28;54;31;43;55;9;8;10;93;377
310620005630077;1;17;159;230;92;67;37;9;1;1;240;935
310620005630078;1;2;42;41;10;17;10;0;4;2;89;242
310620005630079;1;20;109;173;82;55;54;9;9;5;221;831
310620005630080;1;5;104;145;94;68;68;23;6;9;208;795
310620005630081;1;3;62;178;166;187;84;9;5;8;230;1014
310620005630082;1;9;189;206;103;82;54;6;5;6;204;959
310620005630083;1;14;177;187;88;64;45;3;4;4;206;889
310620005630084;1;6;76;215;71;75;51;7;6;4;176;737
310620005630085;1;31;222;241;99;60;41;5;3;0;283;1108
310620005630086;1;3;84;100;38;39;25;2;6;11;109;464
310620005630087;1;4;121;155;39;35;17;3;2;1;144;583
310620005630088;1;35;269;173;34;13;4;0;0;0;249;955
310620005630089;1;19;137;109;20;13;6;2;4;1;131;516
310620005630090;1;11;189;181;39;21;8;1;0;2;231;824
310620005630091;1;18;195;172;55;31;11;6;1;0;178;782
310620005630092;1;16;298;227;67;26;12;2;3;1;299;1116
310620005630093;1;27;285;226;57;34;27;3;1;0;245;1033
310620005630094;1;7;109;135;54;38;32;2;4;1;125;571
310620005630095;1;2;105;199;91;62;31;4;4;4;179;742
310620005630096;1;8;80;122;41;40;19;5;3;3;129;495
310620005630097;1;0;82;137;58;64;67;8;15;7;189;682
310620005630098;1;5;93;109;33;46;36;5;4;3;116;503
310620005630099;1;4;135;107;23;10;3;0;1;0;113;446
310620005630100;1;5;75;106;62;82;48;9;5;3;147;578
310620005630101;1;3;75;105;87;94;105;31;17;15;142;728
310620005630102;1;3;49;83;44;47;56;10;16;6;145;484
310620005630103;1;3;74;90;71;80;89;21;18;11;162;662
310620005630104;1;3;77;111;73;91;93;26;19;14;196;753
310620005630105;1;8;99;128;75;114;113;22;14;12;161;818
310620005630106;1;3;65;100;78;109;146;43;26;29;173;824
310620005630107;1;4;43;80;57;74;89;22;16;8;115;546
310620005630108;1;7;67;108;70;113;123;35;17;11;180;787
310620005630109;1;2;41;87;65;80;98;17;16;1;148;603
310620005630110;1;2;46;98;62;68;105;15;8;10;142;605
310620005630111;1;11;111;148;91;71;90;23;12;10;210;843
310620005630112;1;3;131;159;121;108;68;15;12;14;159;866
310620005630113;1;3;82;83;63;40;38;8;7;8;106;474
310620005630114;1;12;133;155;88;70;72;9;7;8;204;836
310620005630115;1;4;52;78;34;46;35;7;5;0;87;375
310620005630116;1;5;31;67;32;52;65;24;14;20;172;529
310620005630117;1;5;102;166;80;88;117;15;11;8;244;914
310620005630118;1;7;148;167;92;79;80;8;5;2;252;916
310620005630119;1;5;131;137;61;41;30;2;4;2;143;597
310620005630120;1;20;218;256;85;64;34;3;3;0;309;1134
310620005630121;1;13;192;241;69;71;43;6;3;6;234;975
310620005630122;1;7;144;169;78;26;32;4;2;2;216;784
310620005630123;1;11;167;184;76;42;34;3;2;0;238;865
310620005630124;1;20;357;163;23;6;3;0;1;0;334;1057
310620005630125;1;7;171;108;25;14;15;1;1;3;161;589
310620005630126;1;27;202;174;35;20;9;1;1;0;243;834
310620005630127;1;70;177;127;32;9;5;1;0;0;148;701
310620005630128;1;11;164;145;23;13;10;3;4;2;176;642
310620005630129;1;4;250;142;39;18;2;0;0;0;265;862
310620005630130;1;17;242;149;28;10;4;1;1;1;256;837
310620005630131;1;5;289;244;49;20;10;0;0;0;249;996
310620005630132;1;5;175;194;48;36;14;2;0;2;219;790
310620005630133;1;0;169;114;34;34;20;0;1;0;158;587
310620005630134;1;8;144;163;70;52;51;4;5;4;156;739
310620005630135;1;7;172;187;85;66;68;17;5;4;194;873
310620005630136;1;1;108;123;51;51;38;9;6;2;149;578
310620005630137;1;1;33;105;61;109;65;17;6;4;149;600
310620005630138;1;0;15;40;37;51;102;32;29;15;108;472
310620005630139;1;2;130;187;95;147;204;45;23;17;253;1201
310620005630140;1;9;230;164;22;17;6;0;0;1;194;760
310620005630141;1;6;72;108;66;102;99;25;18;11;163;715
310620005630142;1;2;57;109;60;76;69;18;16;8;129;569
310620005630143;1;3;89;109;79;105;130;27;11;15;198;830
310620005630144;1;2;83;131;71;92;110;21;16;8;165;752
310620005630145;1;2;78;89;91;98;108;32;15;9;170;745
310620005630146;1;1;64;71;43;54;73;18;9;8;169;556
310620005630147;1;10;66;93;65;65;96;25;11;8;99;595
310620005630148;1;9;117;145;84;101;108;24;16;9;245;930
310620005630149;1;0;31;57;34;71;90;21;18;8;111;489
310620005630150;1;16;125;192;136;119;98;30;19;7;251;1066
310620005630151;1;3;51;106;61;66;84;15;15;7;152;606
310620005630152;1;11;131;239;120;124;86;16;10;3;260;1095
310620005630153;1;2;119;199;90;63;48;7;4;1;211;822
310620005630154;1;5;100;147;35;35;23;0;2;3;137;558
310620005630155;1;11;155;212;72;55;44;13;6;4;263;931
310620005630156;1;9;229;230;70;59;30;10;1;2;259;1031
310620005630157;1;13;242;273;87;65;39;5;6;3;380;1254
310620005630158;1;20;190;221;64;44;19;4;4;1;234;917
310620005630159;1;16;187;155;66;39;17;4;2;0;259;872
310620005630160;1;12;157;149;39;21;18;1;3;0;158;653
310620005630161;1;10;188;179;32;40;23;3;1;2;225;802
310620005630162;1;26;102;93;20;9;2;0;0;0;95;399
310620005630163;1;13;183;82;15;6;2;1;1;1;182;559
310620005630164;1;38;260;231;30;18;11;0;1;0;320;1085
310620005630165;1;9;237;125;29;10;10;1;2;1;214;784
310620005630166;1;16;182;189;50;35;19;2;2;1;232;845
310620005630167;1;33;193;157;47;15;6;1;0;2;226;833
310620005630168;1;20;137;109;15;5;1;0;0;0;182;568
310620005630169;1;22;124;76;13;12;3;0;0;0;141;486
310620005630170;1;31;172;210;26;9;0;0;0;1;241;838
310620005630171;1;12;135;137;37;16;3;1;0;0;136;578
310620005630172;1;21;189;177;41;25;5;0;0;0;291;892
310620005630173;1;5;84;104;14;9;5;0;0;0;100;380
310620005630174;1;5;132;190;82;74;43;9;9;1;213;864
310620005630175;1;5;137;164;56;41;21;2;2;1;206;705
310620005630176;1;7;75;135;75;85;93;22;8;4;153;726
310620005630177;1;2;102;112;52;61;66;9;4;5;143;603
310620005630178;1;2;51;90;48;47;34;3;2;1;120;451
310620005630179;1;0;111;91;69;65;77;11;9;4;135;618
310620005630180;1;3;69;115;84;104;83;16;4;4;152;668
310620005630181;1;8;120;123;83;81;83;6;5;1;166;734
310620005630182;1;1;62;93;51;54;45;7;4;3;97;439
310620005630183;1;6;138;190;88;106;143;24;10;10;225;1025
310620005630184;1;0;46;75;47;78;123;25;28;18;138;612
310620005630185;1;53;280;193;38;24;6;1;1;1;243;1003
310620005630186;1;3;97;80;36;36;50;16;10;6;104;493
310620005630187;1;22;149;93;15;3;2;0;0;0;148;505
310620005630188;1;2;54;113;74;103;105;31;24;16;181;748
310620005630189;1;4;45;67;42;71;73;23;14;19;122;512
310620005630190;1;3;34;55;39;53;51;12;3;2;82;350
310620005630191;1;4;18;47;30;28;38;5;5;6;54;246
310620005630192;1;5;46;77;37;51;55;12;11;8;109;432
310620005630193;1;2;63;88;79;113;115;33;19;8;195;768
310620005630194;1;2;57;115;104;136;95;25;20;10;151;775
310620005630195;1;3;110;110;63;90;82;23;8;15;147;706
310620005630196;1;2;37;63;33;47;52;13;10;6;106;395
310620005630197;1;0;42;83;42;65;67;18;15;6;107;494
310620005630198;1;3;79;121;77;113;176;71;37;22;271;1074
310620005630199;1;2;95;130;69;93;123;50;28;17;193;878
310620005630200;1;0;33;65;41;76;139;48;55;42;197;772
310620005630201;1;3;65;116;76;91;93;34;15;8;172;735
310620005630202;1;3;28;66;53;76;101;21;17;16;123;560
310620005630203;1;1;79;92;40;26;16;2;1;0;129;436
310620005630204;1;14;148;164;73;55;38;4;3;1;214;810
310620005630205;1;7;145;190;82;89;62;12;7;4;231;912
310620005630206;1;22;264;265;66;41;20;2;3;0;244;1057
310620005630207;1;3;37;93;42;63;36;6;10;1;150;526
310620005630208;1;0;0;0;0;0;0;0;0;0;0;10
310620005630209;1;15;395;233;17;6;1;0;0;0;327;1155
310620005630210;1;17;265;210;26;17;9;0;0;0;326;1047
310620005630211;1;8;233;249;58;56;43;12;1;2;270;1049
310620005630212;1;7;78;96;60;48;57;5;3;2;137;542
310620005630213;1;8;141;203;83;62;30;11;4;2;216;851
310620005630214;1;4;92;120;84;101;116;31;21;11;191;837
310620005630215;1;1;54;91;47;66;58;3;3;2;70;415
310620005630216;1;6;51;114;65;93;102;21;9;9;111;600
310620005630217;1;2;46;94;68;98;108;17;22;9;149;649
310620005630218;1;5;75;105;83;98;117;32;13;12;166;759
310620005630219;1;6;69;103;97;99;145;35;22;16;184;839
310620005630220;1;2;24;95;49;74;68;11;6;1;101;455
310620005630221;1;1;36;73;46;72;63;14;14;6;96;445
310620005630222;1;10;61;81;48;62;75;14;10;7;136;552
310620005630223;1;0;51;71;42;40;49;9;9;4;119;424
310620005630224;1;2;49;62;45;69;87;21;13;1;131;531
310620005630225;1;3;71;93;51;55;62;14;15;2;135;554
310620005630226;1;7;73;141;91;140;119;22;18;9;190;874
310620005630227;1;6;61;114;60;46;55;9;3;5;132;540
310620005630228;1;16;159;273;118;123;87;19;10;5;288;1238
310620005630229;1;13;141;156;53;28;17;2;0;1;173;645
310620005630230;1;8;157;105;31;20;6;2;0;0;121;522
310620005630231;1;11;179;277;113;86;61;9;1;3;369;1241
310620005630232;1;7;99;90;33;11;3;1;0;0;101;411
310620005630233;1;2;58;65;42;66;96;17;13;10;93;509
310620005630234;1;9;104;135;40;36;37;3;5;3;139;557
310620005630235;1;1;20;98;87;116;173;52;25;16;229;890
310620005630236;1;1;35;113;75;131;151;48;14;20;200;847
310620005630237;1;2;16;100;72;89;58;8;12;7;157;562
310620005630238;1;5;87;128;78;84;70;15;13;8;145;690
310620005630239;1;26;373;151;27;10;6;0;0;0;318;1088
310620005630240;1;3;66;78;42;102;122;30;36;20;132;672
310620005630241;1;2;34;89;93;119;119;25;3;9;131;653
310620005630242;1;0;35;110;52;72;94;19;15;17;141;591
310620005630243;1;4;31;54;35;70;96;28;18;19;123;516
310620005630244;1;0;23;50;37;47;78;22;13;8;103;411
310620005630245;1;4;57;106;81;118;173;44;23;10;200;879
310620005630246;1;8;47;91;66;79;66;10;10;3;84;506
310620005630247;1;3;47;97;60;108;99;39;19;17;164;696
310620005630248;1;6;58;103;60;78;102;27;18;16;158;665
310620005630249;1;9;43;77;66;76;89;26;16;13;149;616
310620005630250;1;3;74;91;65;91;92;24;10;14;166;666
310620005630251;1;2;84;88;61;69;106;16;14;10;150;642
310620005630252;1;1;82;286;47;39;29;8;0;2;246;813
310620005630253;1;90;535;303;66;16;6;1;0;0;712;2051
310620005630254;1;2;267;166;46;26;13;0;1;0;314;968
310620005630255;1;19;269;218;55;33;11;2;0;0;320;1098
310620005630256;1;0;16;40;6;4;5;0;0;1;27;111
310620005630257;1;34;270;213;28;9;2;0;0;0;314;1044
310620005630258;1;25;278;117;21;6;4;0;1;0;305;922
310620005630259;1;14;165;91;22;13;2;1;0;0;315;744
310620005630260;1;19;289;223;39;18;8;0;0;0;341;1119
310620005630261;1;30;198;128;13;2;2;0;0;0;210;734
310620005630262;1;56;288;183;18;11;1;0;0;0;338;1121
310620005630263;1;50;355;137;12;7;2;0;0;0;321;1106
310620005630264;1;25;176;136;22;9;1;0;0;1;203;686
310620005630265;1;14;202;94;12;10;3;0;0;0;175;595
310620005630266;1;33;163;123;13;5;1;0;1;0;299;785
310620005630267;1;21;270;140;23;5;3;0;0;0;235;849
310620005630268;1;19;352;98;12;9;1;0;0;0;275;972
310620005630269;1;8;177;68;10;4;3;0;0;0;423;845
310620005630270;1;20;179;49;3;2;1;0;0;0;195;545
310620005630271;1;10;160;47;5;2;0;0;0;0;174;481
310620005630272;1;6;95;87;46;54;23;3;1;0;140;518
310620005630273;1;2;8;32;24;26;28;2;2;1;42;188
310620005630274;1;0;11;8;5;2;6;1;1;0;2;37
310620005630275;1;0;57;58;37;42;37;5;4;0;68;327
310620005630276;1;1;73;111;62;66;62;9;12;5;107;536
310620005630277;1;0;34;51;42;57;90;18;17;10;127;482
310620005630278;1;0;10;29;19;23;11;2;2;0;11;113
310620005630279;1;0;19;28;15;38;38;12;4;5;46;213
310620005630280;1;1;46;61;45;68;77;17;14;3;121;480
310620005630281;1;1;36;54;44;54;69;15;5;4;95;403
310620005630282;1;0;16;46;51;57;74;14;7;8;140;431
310620005630283;1;4;70;97;54;53;51;12;5;3;104;484
310620005630284;1;8;43;77;46;42;63;11;6;8;77;417
310620005630285;1;2;19;82;33;57;66;18;9;8;161;497
310620005630286;1;5;9;109;56;79;48;7;5;1;199;558
310620005630287;1;0;49;79;42;49;49;6;6;0;110;406
310620005630288;1;1;28;37;14;24;34;6;8;4;45;213
310620005630289;1;3;63;87;63;73;99;15;12;2;103;582
310620005630290;1;0;55;56;39;51;53;19;10;3;78;381
310620005630291;1;5;51;89;59;65;69;15;6;9;87;488
310620005630292;1;4;55;66;42;56;65;21;16;9;114;483
310620005630293;1;7;39;84;51;55;46;11;9;4;246;623
310620005630294;1;4;105;78;31;36;28;9;3;1;85;413
310620005630295;1;1;26;40;35;52;52;6;5;5;71;306
310620005630296;1;2;20;29;10;20;15;3;1;1;29;136
310620005630297;1;0;12;26;7;14;20;3;2;1;29;121
310620005630298;1;0;39;62;35;45;33;9;3;4;42;295
310620005630299;1;5;59;120;68;89;100;19;10;2;182;708
310620005630300;1;1;2;23;16;13;12;2;1;0;48;129
310620005630301;1;1;32;39;34;46;67;19;10;0;40;311
310620005630302;1;3;62;105;69;82;83;9;6;2;149;636
310620005630303;1;3;46;76;79;61;48;10;12;3;120;510
310620005630304;1;0;4;12;11;10;16;2;2;1;17;89
310620005630305;1;5;150;99;29;24;8;1;0;0;136;503
310620005630306;1;0;13;13;12;8;1;1;0;0;9;59
310620005630307;1;0;3;67;31;14;14;1;0;0;93;244
310620005630308;1;0;32;45;14;24;11;2;0;0;43;188
310620005630309;1;2;39;41;11;5;4;0;0;1;33;143
310620005630310;1;4;27;70;48;57;64;16;5;9;118;447
310620005630311;1;0;5;4;1;0;0;0;0;0;4;16
310620005630312;1;2;37;57;32;52;69;17;20;8;97;432
310620005630314;1;2;108;75;14;10;6;2;0;0;117;391
310620005630315;1;2;2;84;12;6;0;0;0;0;96;236
310620005630316;1;3;80;43;7;10;2;0;0;0;72;261
310620005630317;1;3;76;78;35;13;12;4;2;0;106;379
310620005630318;1;0;37;74;45;43;35;3;1;2;98;375
310620005630320;1;0;36;29;11;5;3;0;0;0;29;122
310620005630321;1;1;158;122;41;26;22;1;3;0;226;673
310620005630322;1;9;37;57;8;7;4;0;0;0;46;195
310620005630323;1;2;80;109;48;52;16;5;0;2;150;512
310620005630324;1;2;103;145;61;54;34;3;2;0;135;602
310620005630325;1;3;148;95;49;32;14;2;1;0;182;599
310620005630326;1;0;74;52;32;26;28;1;1;0;108;361
310620005630327;1;4;73;98;56;57;62;7;5;6;115;527
310620005630328;1;15;292;111;10;3;4;0;0;0;175;712
310620005630329;1;1;8;251;12;3;1;2;0;0;136;478
310620005630330;1;11;15;5;1;0;0;0;0;0;23;77
310620005630331;1;0;2;13;6;5;0;0;0;0;15;48
310620005630332;1;0;17;23;10;8;14;0;0;0;31;112
310620005630333;1;3;55;66;31;19;9;3;1;0;42;242
310620005630334;1;8;137;133;77;33;17;0;1;0;190;645
310620005630335;1;5;65;114;46;40;25;1;3;0;85;419
310620005630336;1;12;120;105;46;25;19;4;0;0;141;534
310620005630337;1;3;113;54;4;6;2;0;0;0;120;370
310620005630338;1;0;0;0;0;0;0;0;0;0;0;13
310620005630339;1;3;72;80;22;17;12;2;0;0;107;367
310620005630340;1;2;69;27;12;11;3;0;0;0;77;222
310620005630341;1;8;120;123;44;33;34;4;1;0;138;572
310620005630342;1;0;12;7;3;1;1;0;0;0;14;40
310620005630343;1;3;78;141;65;78;77;16;17;18;181;746
310620005630344;1;4;78;142;37;35;15;1;3;0;126;492
310620005630345;1;0;0;0;0;0;0;0;0;0;0;150
310620005630346;1;26;140;98;14;4;7;0;0;0;179;573
310620005630347;1;27;147;133;21;13;4;0;0;1;167;599
310620005630348;1;4;76;97;18;11;5;0;0;0;111;371
310620005630349;1;12;207;163;24;13;6;0;0;0;258;815
310620005630350;1;6;53;56;23;22;16;2;0;1;68;268
310620005630351;1;2;37;42;13;29;8;2;1;0;44;197
310620005630352;1;8;162;60;4;9;3;0;0;0;129;414
310620005630353;1;0;14;11;2;1;1;0;0;0;10;43
310620005630354;1;7;64;105;134;170;168;48;24;14;226;1083
310620005630355;1;3;43;53;34;19;27;1;2;1;66;283
310620005630356;1;3;24;58;18;39;26;6;1;2;69;254
310620005630357;1;5;72;98;30;24;11;1;1;0;96;385
310620005630358;1;0;46;27;3;2;1;0;1;0;69;182
310620005630359;1;2;4;13;6;6;4;0;0;0;10;52
310620005630360;1;11;145;132;12;6;1;1;0;0;210;615
310620005630361;1;1;88;181;32;25;16;2;3;0;179;599
310620005630362;1;5;75;84;28;20;9;4;0;1;89;359
310620005630363;1;15;179;138;41;30;32;3;2;0;198;729
310620005630364;1;21;160;119;24;9;4;0;0;0;188;630
310620005630365;1;7;118;78;23;7;1;1;0;0;157;461
310620005630366;1;0;41;30;11;7;3;0;1;0;47;158
310620005630367;1;0;32;76;36;78;84;9;8;3;163;531
310620005630368;1;10;80;89;56;51;48;10;3;7;130;531
310620005630369;1;2;249;110;30;19;12;0;0;2;195;698
310620005630370;1;0;49;54;12;11;1;0;0;0;34;186
310620005630371;1;11;124;89;14;12;5;0;0;0;143;488
310620005630372;1;3;17;35;13;16;10;2;2;1;48;172
310620005630373;1;0;25;29;9;4;1;0;0;0;24;109
310620005630374;1;9;145;189;81;53;24;1;1;0;199;822
310620005630375;1;0;32;42;34;33;29;6;7;2;51;247
310620005630376;1;36;115;96;19;15;14;0;1;1;185;610
310620005630377;1;0;18;20;16;33;34;6;9;1;34;184
310620005630378;1;4;27;84;38;104;154;40;44;26;174;750
310620005630379;1;3;46;87;73;107;109;25;22;8;177;721
310620005630380;1;1;58;91;68;72;103;24;19;12;161;676
310620005630381;1;0;95;121;70;29;8;2;0;0;144;524
310620005630382;1;0;1;5;3;4;12;3;3;3;24;62
310620005630383;1;0;0;0;0;0;0;0;0;0;0;7
310620005630384;1;9;346;66;9;3;1;0;0;0;302;896
310620005630385;1;4;24;35;18;7;11;1;1;0;50;161
310620005630386;1;3;83;100;65;64;45;7;10;3;124;551
310620005630387;1;3;178;115;25;19;5;0;1;0;153;561
310620005630388;1;8;181;129;41;19;5;0;0;0;198;673
310620005630389;1;3;160;114;13;11;7;2;0;0;216;606
310620005630390;1;0;16;31;54;57;77;23;12;6;87;396
310620005630391;1;8;152;37;14;7;3;0;0;0;130;431
